cell_id,label
29032008695_19,0
29032008695_20,1
29032008695_21,1
29032008695_22,0
29032008695_23,0
29032008695_24,0
29032008695_25,0
29032008695_26,0
29032008695_27,1
29032008695_28,1
29032008695_29,1
29032008695_30,0
29032008695_31,0
29032008695_32,0
29032008695_33,0
29032008695_34,0
29032008695_35,1
29032008695_36,1
29032008695_37,1
29032008695_38,0
29032008695_39,0
29032008695_40,0
29032008695_41,0
29032008695_42,0
29032008695_43,0
29032008695_44,1
29032008695_45,1
29032008695_46,1
29032008695_47,0
29032008695_48,0
29032008695_49,0
29032008695_50,0
29032008695_51,0
29032008695_52,1
29032008695_53,0
29032008695_54,1
29032008695_55,0
29032008695_56,0
29032008695_57,0
29032008695_58,0
29032008695_59,0
29032008695_60,0
29032008695_61,0
29032008695_62,0
29032008695_63,0
29032008695_64,0
29032008696_1,0
29032008696_2,0
29032008696_3,0
29032008696_4,0
29032008696_5,0
29032008696_6,0
29032008696_7,0
29032008696_8,0
29032008696_9,0
29032008696_10,0
29032008696_11,0
29032008696_12,0
29032008696_13,0
29032008696_14,0
29032008696_15,0
29032008696_16,0
29032008696_17,0
29032008696_18,0
29032008696_19,0
29032008696_20,0
29032008696_21,1
29032008696_22,0
29032008696_23,0
29032008696_24,0
29032008696_25,0
29032008696_26,0
29032008696_27,0
29032008696_28,0
29032008696_29,1
29032008696_30,0
29032008696_31,0
29032008696_32,0
29032008696_33,0
29032008696_34,0
29032008696_35,0
29032008696_36,1
29032008696_37,1
29032008696_38,1
29032008696_39,0
29032008696_40,0
29032008696_41,0
29032008696_42,0
29032008696_43,0
29032008696_44,0
29032008696_45,0
29032008696_46,0
29032008696_47,0
29032008696_48,0
29032008696_49,0
29032008696_50,0
29032008696_51,0
29032008696_52,0
29032008696_53,0
29032008696_54,0
29032008696_55,0
29032008696_56,0
29032008696_57,0
29032008696_58,0
29032008696_59,0
29032008696_60,0
29032008696_61,0
29032008696_62,0
29032008696_63,0
29032008696_64,0
29032008701_1,0
29032008701_2,0
29032008701_3,0
29032008701_4,0
29032008701_5,0
29032008701_6,0
29032008701_7,0
29032008701_8,0
29032008701_9,0
29032008701_10,0
29032008701_11,0
29032008701_12,1
29032008701_13,0
29032008701_14,0
29032008701_15,0
29032008701_16,0
29032008701_17,0
29032008701_18,1
29032008701_19,0
29032008701_20,1
29032008701_21,0
29032008701_22,0
29032008701_23,0
29032008701_24,0
29032008701_25,0
29032008701_26,1
29032008701_27,0
29032008701_28,1
29032008701_29,1
29032008701_30,0
29032008701_31,0
29032008701_32,0
29032008701_33,0
29032008701_34,1
29032008701_35,1
29032008701_36,1
29032008701_37,1
29032008701_38,0
29032008701_39,0
29032008701_40,0
29032008701_41,0
29032008701_42,0
29032008701_43,0
29032008701_44,1
29032008701_45,1
29032008701_46,0
29032008701_47,0
29032008701_48,0
29032008701_49,0
29032008701_50,0
29032008701_51,0
29032008701_52,0
29032008701_53,0
29032008701_54,0
29032008701_55,0
29032008701_56,0
29032008701_57,0
29032008701_58,0
29032008701_59,0
29032008701_60,0
29032008701_61,0
29032008701_62,0
29032008701_63,0
29032008701_64,0
CIMG0001~2_1,0
CIMG0001~2_2,0
CIMG0001~2_3,0
CIMG0001~2_4,0
CIMG0001~2_5,0
CIMG0001~2_6,0
CIMG0001~2_7,0
CIMG0001~2_8,0
CIMG0001~2_9,0
CIMG0001~2_10,0
CIMG0001~2_11,0
CIMG0001~2_12,0
CIMG0001~2_13,0
CIMG0001~2_14,0
CIMG0001~2_15,0
CIMG0001~2_16,0
CIMG0001~2_17,0
CIMG0001~2_18,0
CIMG0001~2_19,0
CIMG0001~2_20,1
CIMG0001~2_21,1
CIMG0001~2_22,0
CIMG0001~2_23,0
CIMG0001~2_24,0
CIMG0001~2_25,0
CIMG0001~2_26,0
CIMG0001~2_27,0
CIMG0001~2_28,1
CIMG0001~2_29,1
CIMG0001~2_30,0
CIMG0001~2_31,0
CIMG0001~2_32,0
CIMG0001~2_33,0
CIMG0001~2_34,0
CIMG0001~2_35,1
CIMG0001~2_36,1
CIMG0001~2_37,0
CIMG0001~2_38,0
CIMG0001~2_39,0
CIMG0001~2_40,0
CIMG0001~2_41,0
CIMG0001~2_42,0
CIMG0001~2_43,1
CIMG0001~2_44,0
CIMG0001~2_45,0
CIMG0001~2_46,0
CIMG0001~2_47,0
CIMG0001~2_48,0
CIMG0001~2_49,0
CIMG0001~2_50,0
CIMG0001~2_51,0
CIMG0001~2_52,0
CIMG0001~2_53,0
CIMG0001~2_54,0
CIMG0001~2_55,0
CIMG0001~2_56,0
CIMG0001~2_57,0
CIMG0001~2_58,0
CIMG0001~2_59,0
CIMG0001~2_60,0
CIMG0001~2_61,0
CIMG0001~2_62,0
CIMG0001~2_63,0
CIMG0001~2_64,0
CIMG0002_1,0
CIMG0002_2,0
CIMG0002_3,0
CIMG0002_4,0
CIMG0002_5,0
CIMG0002_6,0
CIMG0002_7,0
CIMG0002_8,0
CIMG0002_9,0
CIMG0002_10,0
CIMG0002_11,0
CIMG0002_12,0
CIMG0002_13,0
CIMG0002_14,0
CIMG0002_15,0
CIMG0002_16,0
CIMG0002_17,0
CIMG0002_18,0
CIMG0002_19,0
CIMG0002_20,0
CIMG0002_21,0
CIMG0002_22,0
CIMG0002_23,0
CIMG0002_24,0
CIMG0002_25,0
CIMG0002_26,0
CIMG0002_27,0
CIMG0002_28,1
CIMG0002_29,1
CIMG0002_30,1
CIMG0002_31,0
CIMG0002_32,0
CIMG0002_33,0
CIMG0002_34,0
CIMG0002_35,0
CIMG0002_36,1
CIMG0002_37,1
CIMG0002_38,1
CIMG0002_39,0
CIMG0002_40,0
CIMG0002_41,0
CIMG0002_42,0
CIMG0002_43,0
CIMG0002_44,0
CIMG0002_45,0
CIMG0002_46,0
CIMG0002_47,0
CIMG0002_48,0
CIMG0002_49,0
CIMG0002_50,0
CIMG0002_51,0
CIMG0002_52,0
CIMG0002_53,0
CIMG0002_54,0
CIMG0002_55,0
CIMG0002_56,0
CIMG0002_57,0
CIMG0002_58,0
CIMG0002_59,0
CIMG0002_60,0
CIMG0002_61,0
CIMG0002_62,0
CIMG0002_63,0
CIMG0002_64,0
CIMG0005_1,0
CIMG0005_2,0
CIMG0005_3,0
CIMG0005_4,0
CIMG0005_5,0
CIMG0005_6,0
CIMG0005_7,0
CIMG0005_8,0
CIMG0005_9,0
CIMG0005_10,0
CIMG0005_11,1
CIMG0005_12,1
CIMG0005_13,0
CIMG0005_14,0
CIMG0005_15,0
CIMG0005_16,0
CIMG0005_17,0
CIMG0005_18,0
CIMG0005_19,1
CIMG0005_20,1
CIMG0005_21,0
CIMG0005_22,0
CIMG0005_23,0
CIMG0005_24,0
CIMG0005_25,0
CIMG0005_26,0
CIMG0005_27,1
CIMG0005_28,1
CIMG0005_29,1
CIMG0005_30,0
CIMG0005_31,0
CIMG0005_32,0
CIMG0005_33,0
CIMG0005_34,0
CIMG0005_35,1
CIMG0005_36,1
CIMG0005_37,1
CIMG0005_38,1
CIMG0005_39,0
CIMG0005_40,0
CIMG0005_41,0
CIMG0005_42,0
CIMG0005_43,0
CIMG0005_44,1
CIMG0005_45,1
CIMG0005_46,1
CIMG0005_47,1
CIMG0005_48,0
CIMG0005_49,0
CIMG0005_50,0
CIMG0005_51,0
CIMG0005_52,1
CIMG0005_53,0
CIMG0005_54,1
CIMG0005_55,1
CIMG0005_56,0
CIMG0005_57,0
CIMG0005_58,0
CIMG0005_59,0
CIMG0005_60,0
CIMG0005_61,0
CIMG0005_62,0
CIMG0005_63,0
CIMG0005_64,0
CIMG0006_1,0
CIMG0006_2,0
CIMG0006_3,0
CIMG0006_4,0
CIMG0006_5,0
CIMG0006_6,0
CIMG0006_7,0
CIMG0006_8,0
CIMG0006_9,0
CIMG0006_10,0
CIMG0006_11,0
CIMG0006_12,0
CIMG0006_13,0
CIMG0006_14,0
CIMG0006_15,0
CIMG0006_16,0
CIMG0006_17,0
CIMG0006_18,0
CIMG0006_19,0
CIMG0006_20,1
CIMG0006_21,1
CIMG0006_22,0
CIMG0006_23,0
CIMG0006_24,0
CIMG0006_25,0
CIMG0006_26,0
CIMG0006_27,1
CIMG0006_28,1
CIMG0006_29,1
CIMG0006_30,1
CIMG0006_31,1
CIMG0006_32,0
CIMG0006_33,0
CIMG0006_34,0
CIMG0006_35,0
CIMG0006_36,1
CIMG0006_37,1
CIMG0006_38,1
CIMG0006_39,1
CIMG0006_40,1
CIMG0006_41,0
CIMG0006_42,0
CIMG0006_43,0
CIMG0006_44,1
CIMG0006_45,1
CIMG0006_46,1
CIMG0006_47,1
CIMG0006_48,1
CIMG0006_49,0
CIMG0006_50,0
CIMG0006_51,0
CIMG0006_52,1
CIMG0006_53,1
CIMG0006_54,1
CIMG0006_55,1
CIMG0006_56,1
CIMG0006_57,0
CIMG0006_58,0
CIMG0006_59,0
CIMG0006_60,0
CIMG0006_61,1
CIMG0006_62,1
CIMG0006_63,1
CIMG0006_64,1
CIMG0011_1,0
CIMG0011_2,0
CIMG0011_3,0
CIMG0011_4,0
CIMG0011_5,0
CIMG0011_6,0
CIMG0011_7,0
CIMG0011_8,0
CIMG0011_9,0
CIMG0011_10,0
CIMG0011_11,1
CIMG0011_12,1
CIMG0011_13,0
CIMG0011_14,0
CIMG0011_15,0
CIMG0011_16,0
CIMG0011_17,0
CIMG0011_18,0
CIMG0011_19,1
CIMG0011_20,1
CIMG0011_21,1
CIMG0011_22,1
CIMG0011_23,0
CIMG0011_24,0
CIMG0011_25,0
CIMG0011_26,0
CIMG0011_27,0
CIMG0011_28,1
CIMG0011_29,1
CIMG0011_30,1
CIMG0011_31,0
CIMG0011_32,0
CIMG0011_33,0
CIMG0011_34,0
CIMG0011_35,0
CIMG0011_36,1
CIMG0011_37,1
CIMG0011_38,1
CIMG0011_39,0
CIMG0011_40,0
CIMG0011_41,0
CIMG0011_42,0
CIMG0011_43,0
CIMG0011_44,1
CIMG0011_45,0
CIMG0011_46,1
CIMG0011_47,0
CIMG0011_48,0
CIMG0011_49,0
CIMG0011_50,0
CIMG0011_51,0
CIMG0011_52,0
CIMG0011_53,0
CIMG0011_54,1
CIMG0011_55,0
CIMG0011_56,0
CIMG0011_57,0
CIMG0011_58,0
CIMG0011_59,0
CIMG0011_60,0
CIMG0011_61,0
CIMG0011_62,0
CIMG0011_63,0
CIMG0011_64,0
CIMG0012~2_1,0
CIMG0012~2_2,0
CIMG0012~2_3,0
CIMG0012~2_4,0
CIMG0012~2_5,0
CIMG0012~2_6,0
CIMG0012~2_7,0
CIMG0012~2_8,0
CIMG0012~2_9,0
CIMG0012~2_10,0
CIMG0012~2_11,0
CIMG0012~2_12,0
CIMG0012~2_13,0
CIMG0012~2_14,0
CIMG0012~2_15,0
CIMG0012~2_16,0
CIMG0012~2_17,0
CIMG0012~2_18,0
CIMG0012~2_19,0
CIMG0012~2_20,1
CIMG0012~2_21,0
CIMG0012~2_22,0
CIMG0012~2_23,0
CIMG0012~2_24,0
CIMG0012~2_25,0
CIMG0012~2_26,0
CIMG0012~2_27,0
CIMG0012~2_28,1
CIMG0012~2_29,1
CIMG0012~2_30,0
CIMG0012~2_31,0
CIMG0012~2_32,0
CIMG0012~2_33,0
CIMG0012~2_34,0
CIMG0012~2_35,0
CIMG0012~2_36,0
CIMG0012~2_37,0
CIMG0012~2_38,1
CIMG0012~2_39,0
CIMG0012~2_40,0
CIMG0012~2_41,0
CIMG0012~2_42,0
CIMG0012~2_43,0
CIMG0012~2_44,0
CIMG0012~2_45,0
CIMG0012~2_46,0
CIMG0012~2_47,0
CIMG0012~2_48,0
CIMG0012~2_49,0
CIMG0012~2_50,0
CIMG0012~2_51,0
CIMG0012~2_52,0
CIMG0012~2_53,0
CIMG0012~2_54,0
CIMG0012~2_55,0
CIMG0012~2_56,0
CIMG0012~2_57,0
CIMG0012~2_58,0
CIMG0012~2_59,0
CIMG0012~2_60,0
CIMG0012~2_61,0
CIMG0012~2_62,0
CIMG0012~2_63,0
CIMG0012~2_64,0
CIMG0014(1)_1,0
CIMG0014(1)_2,0
CIMG0014(1)_3,0
CIMG0014(1)_4,0
CIMG0014(1)_5,0
CIMG0014(1)_6,0
CIMG0014(1)_7,0
CIMG0014(1)_8,0
CIMG0014(1)_9,0
CIMG0014(1)_10,0
CIMG0014(1)_11,0
CIMG0014(1)_12,0
CIMG0014(1)_13,0
CIMG0014(1)_14,0
CIMG0014(1)_15,0
CIMG0014(1)_16,0
CIMG0014(1)_17,0
CIMG0014(1)_18,0
CIMG0014(1)_19,0
CIMG0014(1)_20,0
CIMG0014(1)_21,0
CIMG0014(1)_22,0
CIMG0014(1)_23,0
CIMG0014(1)_24,0
CIMG0014(1)_25,1
CIMG0014(1)_26,1
CIMG0014(1)_27,1
CIMG0014(1)_28,1
CIMG0014(1)_29,1
CIMG0014(1)_30,1
CIMG0014(1)_31,1
CIMG0014(1)_32,0
CIMG0014(1)_33,0
CIMG0014(1)_34,0
CIMG0014(1)_35,0
CIMG0014(1)_36,0
CIMG0014(1)_37,0
CIMG0014(1)_38,1
CIMG0014(1)_39,0
CIMG0014(1)_40,0
CIMG0014(1)_41,0
CIMG0014(1)_42,0
CIMG0014(1)_43,0
CIMG0014(1)_44,0
CIMG0014(1)_45,0
CIMG0014(1)_46,0
CIMG0014(1)_47,0
CIMG0014(1)_48,0
CIMG0014(1)_49,0
CIMG0014(1)_50,0
CIMG0014(1)_51,0
CIMG0014(1)_52,0
CIMG0014(1)_53,0
CIMG0014(1)_54,0
CIMG0014(1)_55,0
CIMG0014(1)_56,0
CIMG0014(1)_57,0
CIMG0014(1)_58,0
CIMG0014(1)_59,0
CIMG0014(1)_60,0
CIMG0014(1)_61,0
CIMG0014(1)_62,0
CIMG0014(1)_63,0
CIMG0014(1)_64,0
CIMG0014_1,0
CIMG0014_2,0
CIMG0014_3,0
CIMG0014_4,0
CIMG0014_5,0
CIMG0014_6,0
CIMG0014_7,0
CIMG0014_8,0
CIMG0014_9,0
CIMG0014_10,1
CIMG0014_11,0
CIMG0014_12,0
CIMG0014_13,0
CIMG0014_14,0
CIMG0014_15,0
CIMG0014_16,0
CIMG0014_17,0
CIMG0014_18,1
CIMG0014_19,1
CIMG0014_20,1
CIMG0014_21,1
CIMG0014_22,1
CIMG0014_23,1
CIMG0014_24,0
CIMG0014_25,0
CIMG0014_26,1
CIMG0014_27,1
CIMG0014_28,1
CIMG0014_29,1
CIMG0014_30,1
CIMG0014_31,1
CIMG0014_32,0
CIMG0014_33,0
CIMG0014_34,0
CIMG0014_35,1
CIMG0014_36,1
CIMG0014_37,1
CIMG0014_38,1
CIMG0014_39,1
CIMG0014_40,0
CIMG0014_41,0
CIMG0014_42,0
CIMG0014_43,1
CIMG0014_44,0
CIMG0014_45,0
CIMG0014_46,1
CIMG0014_47,0
CIMG0014_48,0
CIMG0014_49,0
CIMG0014_50,0
CIMG0014_51,0
CIMG0014_52,0
CIMG0014_53,0
CIMG0014_54,0
CIMG0014_55,0
CIMG0014_56,0
CIMG0014_57,0
CIMG0014_58,0
CIMG0014_59,0
CIMG0014_60,0
CIMG0014_61,0
CIMG0014_62,0
CIMG0014_63,0
CIMG0014_64,0
CIMG0015_1,0
CIMG0015_2,0
CIMG0015_3,0
CIMG0015_4,0
CIMG0015_5,0
CIMG0015_6,0
CIMG0015_7,0
CIMG0015_8,0
CIMG0015_9,0
CIMG0015_10,0
CIMG0015_11,0
CIMG0015_12,0
CIMG0015_13,0
CIMG0015_14,0
CIMG0015_15,0
CIMG0015_16,0
CIMG0015_17,0
CIMG0015_18,0
CIMG0015_19,1
CIMG0015_20,1
CIMG0015_21,0
CIMG0015_22,0
CIMG0015_23,0
CIMG0015_24,0
CIMG0015_25,0
CIMG0015_26,0
CIMG0015_27,1
CIMG0015_28,1
CIMG0015_29,1
CIMG0015_30,0
CIMG0015_31,0
CIMG0015_32,0
CIMG0015_33,0
CIMG0015_34,0
CIMG0015_35,0
CIMG0015_36,0
CIMG0015_37,1
CIMG0015_38,0
CIMG0015_39,0
CIMG0015_40,0
CIMG0015_41,0
CIMG0015_42,0
CIMG0015_43,0
CIMG0015_44,0
CIMG0015_45,1
CIMG0015_46,1
CIMG0015_47,0
CIMG0015_48,0
CIMG0015_49,0
CIMG0015_50,0
CIMG0015_51,0
CIMG0015_52,0
CIMG0015_53,0
CIMG0015_54,0
CIMG0015_55,0
CIMG0015_56,0
CIMG0015_57,0
CIMG0015_58,0
CIMG0015_59,0
CIMG0015_60,0
CIMG0015_61,0
CIMG0015_62,0
CIMG0015_63,0
CIMG0015_64,0
CIMG0017_1,0
CIMG0017_2,0
CIMG0017_3,0
CIMG0017_4,0
CIMG0017_5,0
CIMG0017_6,0
CIMG0017_7,0
CIMG0017_8,0
CIMG0017_9,0
CIMG0017_10,0
CIMG0017_11,0
CIMG0017_12,0
CIMG0017_13,0
CIMG0017_14,0
CIMG0017_15,0
CIMG0017_16,0
CIMG0017_17,0
CIMG0017_18,0
CIMG0017_19,0
CIMG0017_20,0
CIMG0017_21,1
CIMG0017_22,0
CIMG0017_23,0
CIMG0017_24,0
CIMG0017_25,0
CIMG0017_26,0
CIMG0017_27,0
CIMG0017_28,1
CIMG0017_29,1
CIMG0017_30,0
CIMG0017_31,0
CIMG0017_32,0
CIMG0017_33,0
CIMG0017_34,0
CIMG0017_35,0
CIMG0017_36,1
CIMG0017_37,0
CIMG0017_38,0
CIMG0017_39,0
CIMG0017_40,0
CIMG0017_41,0
CIMG0017_42,0
CIMG0017_43,0
CIMG0017_44,0
CIMG0017_45,0
CIMG0017_46,0
CIMG0017_47,0
CIMG0017_48,0
CIMG0017_49,0
CIMG0017_50,0
CIMG0017_51,0
CIMG0017_52,0
CIMG0017_53,0
CIMG0017_54,0
CIMG0017_55,0
CIMG0017_56,0
CIMG0017_57,0
CIMG0017_58,0
CIMG0017_59,0
CIMG0017_60,0
CIMG0017_61,0
CIMG0017_62,0
CIMG0017_63,0
CIMG0017_64,0
CIMG0018_1,0
CIMG0018_2,0
CIMG0018_3,0
CIMG0018_4,0
CIMG0018_5,0
CIMG0018_6,0
CIMG0018_7,0
CIMG0018_8,0
CIMG0018_9,0
CIMG0018_10,0
CIMG0018_11,0
CIMG0018_12,0
CIMG0018_13,1
CIMG0018_14,0
CIMG0018_15,0
CIMG0018_16,0
CIMG0018_17,0
CIMG0018_18,0
CIMG0018_19,0
CIMG0018_20,1
CIMG0018_21,1
CIMG0018_22,0
CIMG0018_23,0
CIMG0018_24,0
CIMG0018_25,0
CIMG0018_26,0
CIMG0018_27,1
CIMG0018_28,1
CIMG0018_29,1
CIMG0018_30,0
CIMG0018_31,0
CIMG0018_32,0
CIMG0018_33,0
CIMG0018_34,0
CIMG0018_35,0
CIMG0018_36,0
CIMG0018_37,0
CIMG0018_38,0
CIMG0018_39,0
CIMG0018_40,0
CIMG0018_41,0
CIMG0018_42,0
CIMG0018_43,0
CIMG0018_44,0
CIMG0018_45,0
CIMG0018_46,0
CIMG0018_47,0
CIMG0018_48,0
CIMG0018_49,0
CIMG0018_50,0
CIMG0018_51,0
CIMG0018_52,0
CIMG0018_53,0
CIMG0018_54,0
CIMG0018_55,0
CIMG0018_56,0
CIMG0018_57,0
CIMG0018_58,0
CIMG0018_59,0
CIMG0018_60,0
CIMG0018_61,0
CIMG0018_62,0
CIMG0018_63,0
CIMG0018_64,0
CIMG0021~2_1,0
CIMG0021~2_2,0
